city,neighborhood,beds,baths,sqft,year_built,in_unit_laundry,dishwasher,hardwood_floors,recently_renovated,pets_allowed,parking,floor,has_elevator,rent
Cambridge,Inman Square,3,2,1153,2020,0,0,1,1,0,garage,2,1,4447.55
Cambridge,Inman Square,3,2,1126,1938,1,1,0,0,0,street_only,4,0,4304.1
Cambridge,Kendall Square,4,2,517,1925,1,1,1,0,0,garage,5,1,4587.95
Cambridge,Inman Square,3,2,1213,1976,1,1,0,1,1,garage,5,1,4815.55
Cambridge,Central Square,2,1,716,1898,1,0,0,0,1,street_only,5,1,3329.6
Cambridge,Inman Square,1,1,1104,1993,0,0,1,0,0,garage,1,0,3314.4
Cambridge,Central Square,4,2,667,1997,0,0,1,0,0,garage,1,1,4178.45
Cambridge,Central Square,4,1,735,1894,1,0,0,0,0,garage,4,0,4033.25
Cambridge,Kendall Square,2,1,1449,1952,0,1,1,1,0,off_street,4,1,4801.15
Cambridge,Harvard Square,1,2,966,2021,1,1,0,0,1,off_street,5,0,3862.1
Cambridge,Central Square,2,2,1456,1895,0,0,0,1,0,street_only,5,1,4332.6
Cambridge,Harvard Square,2,1,671,1957,1,1,1,0,1,street_only,4,1,3436.85
Cambridge,Central Square,1,1,1003,1959,0,1,0,0,0,garage,4,1,3153.05
Cambridge,Kendall Square,2,2,782,1970,0,1,0,0,1,garage,1,0,4018.7
Cambridge,Inman Square,2,1,1276,1892,0,0,0,0,0,street_only,3,0,3552.6
Cambridge,Inman Square,3,2,835,1998,1,0,1,0,1,street_only,5,1,3786.25
Cambridge,Kendall Square,4,1,753,1994,0,1,1,0,1,garage,3,0,4667.55
Cambridge,Inman Square,3,2,1144,1943,0,1,1,0,0,off_street,2,1,4104.4
Cambridge,Inman Square,3,3,1688,1969,1,0,0,0,0,off_street,2,1,5294.8
Cambridge,Inman Square,2,2,851,2020,0,0,1,0,0,garage,5,0,3712.85
Cambridge,Central Square,2,2,1030,1965,1,0,0,0,0,garage,3,1,3945.5
Cambridge,Central Square,3,3,1002,1898,0,0,0,0,0,off_street,5,0,4181.7
Cambridge,Kendall Square,4,1,1436,1983,1,1,0,0,1,off_street,3,1,5657.6
Cambridge,Inman Square,1,1,748,1895,1,0,0,1,0,garage,2,1,2981.8
Cambridge,Inman Square,4,1,1674,1946,0,1,0,0,0,garage,2,1,5047.9
Cambridge,Central Square,3,1,754,1990,1,0,0,0,0,off_street,5,1,3648.9
Cambridge,Kendall Square,3,1,1441,1981,0,1,0,1,0,garage,5,1,5274.35
Cambridge,Kendall Square,3,3,1225,1980,1,1,1,0,1,off_street,1,1,5380.75
Cambridge,Harvard Square,4,1,1583,1948,0,0,1,1,0,off_street,2,1,5343.05
Cambridge,Central Square,4,1,1445,1994,1,0,0,0,1,garage,4,1,5122.75
Cambridge,Inman Square,1,1,1631,1986,0,0,0,0,0,street_only,2,0,3655.85
Cambridge,Central Square,3,2,1703,1981,0,1,1,0,0,garage,4,1,5153.05
Cambridge,Harvard Square,2,3,930,1971,1,0,1,1,1,garage,2,0,4580.5
Cambridge,Harvard Square,4,3,883,1910,1,0,0,0,0,garage,2,0,4863.05
Cambridge,Harvard Square,3,3,1289,1987,1,1,0,1,0,garage,4,0,5177.15
Cambridge,Inman Square,3,1,508,1939,0,0,0,1,1,street_only,4,0,3099.8
Cambridge,Central Square,4,1,715,1923,0,1,1,0,0,garage,5,1,3881.25
Cambridge,Harvard Square,4,2,1742,1896,0,0,1,0,0,street_only,2,0,5703.7
Cambridge,Central Square,1,1,748,1961,0,0,1,0,0,street_only,2,0,2706.8
Cambridge,Inman Square,3,3,1777,2022,1,1,0,0,1,street_only,2,0,5403.95
Cambridge,Inman Square,1,2,506,1962,1,0,0,1,1,street_only,2,0,2702.1
Cambridge,Central Square,4,2,1215,2022,1,0,0,0,1,street_only,5,1,5039.25
Cambridge,Inman Square,3,2,588,1965,0,1,0,0,0,garage,4,0,3536.8
Cambridge,Harvard Square,4,2,713,1921,0,1,0,1,1,off_street,5,1,4507.55
Cambridge,Inman Square,3,2,799,1917,0,0,1,1,1,street_only,5,1,3702.65
Cambridge,Central Square,4,2,1025,1898,0,1,1,1,0,off_street,3,1,4751.75
Cambridge,Kendall Square,1,1,611,1991,0,1,0,0,0,street_only,5,1,3104.85
Cambridge,Central Square,3,1,1430,2011,0,1,0,0,1,garage,3,1,4847.5
Cambridge,Harvard Square,3,1,1398,1893,0,0,0,0,0,garage,1,1,4738.3
Cambridge,Central Square,2,2,1707,1925,1,1,1,1,0,off_street,2,1,5030.45
Cambridge,Kendall Square,4,1,788,1983,0,0,0,0,1,street_only,1,1,4477.8
Cambridge,Kendall Square,1,2,979,1926,1,0,1,0,0,off_street,1,1,4157.65
Cambridge,Harvard Square,4,3,594,1942,0,1,0,1,1,off_street,4,1,4452.9
Cambridge,Harvard Square,3,2,1597,1958,0,1,1,0,1,garage,1,1,5187.95
Cambridge,Central Square,1,1,1521,1959,1,0,0,0,1,street_only,1,1,3853.35
Cambridge,Central Square,3,2,903,1989,0,0,1,1,1,street_only,5,1,4112.05
Cambridge,Harvard Square,1,2,1478,2015,1,1,1,0,0,off_street,4,1,4537.3
Cambridge,Harvard Square,3,3,1522,1968,0,0,1,1,1,garage,1,1,5412.7
Cambridge,Central Square,2,2,1671,1934,0,0,0,0,1,off_street,2,0,4610.85
Cambridge,Inman Square,1,2,751,1944,1,0,1,0,0,off_street,3,1,3162.85
Cambridge,Central Square,4,1,1244,1958,0,1,1,0,0,garage,4,0,4819.4
Cambridge,Inman Square,1,2,1135,1984,0,0,1,1,1,garage,3,1,3798.25
Cambridge,Central Square,4,2,1484,1990,0,0,0,0,1,off_street,2,1,5057.4
Cambridge,Kendall Square,3,1,644,2015,0,0,1,0,0,off_street,5,1,3992.4
Cambridge,Central Square,3,2,1064,1926,0,0,1,0,1,garage,5,0,4350.4
Cambridge,Central Square,2,3,1384,1960,0,0,0,0,1,garage,2,0,4448.4
Cambridge,Harvard Square,1,2,1006,1904,0,0,0,0,1,street_only,1,0,3418.1
Cambridge,Inman Square,3,1,1320,1980,0,0,0,0,0,off_street,3,1,4085.0
Cambridge,Central Square,1,2,653,1960,0,1,1,0,1,off_street,2,1,2893.55
Cambridge,Central Square,2,3,1434,1912,1,0,1,1,1,garage,2,0,5062.9
Cambridge,Kendall Square,4,2,639,2008,1,1,0,0,1,off_street,1,0,4903.65
Cambridge,Harvard Square,3,2,1734,1968,0,0,1,0,0,off_street,5,1,5215.9
Cambridge,Central Square,3,1,1493,2007,0,0,1,0,1,street_only,1,0,4723.55
Cambridge,Inman Square,1,3,1140,1922,1,0,1,0,0,street_only,1,1,3597.0
Cambridge,Inman Square,3,2,1283,1933,1,1,1,0,0,street_only,1,1,4524.05
Cambridge,Central Square,4,1,1794,1950,0,1,0,0,0,off_street,2,1,5236.9
Cambridge,Kendall Square,2,3,687,1960,0,0,0,0,1,off_street,3,0,3942.45
Cambridge,Harvard Square,1,1,1079,1966,0,1,0,0,0,off_street,5,0,3487.65
Cambridge,Harvard Square,1,3,1657,2009,0,0,0,1,0,street_only,5,0,4845.95
Cambridge,Central Square,1,3,856,1950,1,1,0,1,1,garage,4,0,3880.6
Cambridge,Central Square,3,2,1026,2002,0,0,0,0,0,garage,3,0,4192.1
Cambridge,Central Square,1,1,1297,1994,0,0,1,0,1,off_street,2,1,3566.95
Cambridge,Central Square,1,1,641,1978,0,1,0,0,1,off_street,2,0,2833.35
Cambridge,Harvard Square,4,3,1605,1974,0,1,1,0,0,off_street,1,0,5593.75
Cambridge,Harvard Square,4,1,1729,1918,0,0,1,0,1,garage,4,0,5546.15
Cambridge,Harvard Square,1,1,1363,1937,1,0,1,0,1,off_street,3,0,3973.05
Cambridge,Inman Square,3,2,888,1990,0,0,0,0,1,off_street,5,1,3690.8
Cambridge,Kendall Square,2,1,515,1904,0,0,1,1,0,off_street,2,1,3515.25
Cambridge,Central Square,1,3,1413,1971,1,0,1,0,0,garage,2,0,4209.55
Cambridge,Inman Square,1,1,1366,1944,0,0,1,1,1,garage,4,1,3859.1
Cambridge,Central Square,3,3,1346,1920,0,1,0,0,0,garage,3,1,4762.1
Cambridge,Harvard Square,2,2,1275,1980,0,1,1,1,0,street_only,3,1,4531.25
Cambridge,Harvard Square,3,1,1453,1970,0,0,1,0,1,garage,1,1,4923.55
Cambridge,Central Square,3,3,1239,1994,0,0,0,1,1,street_only,2,1,4623.65
Cambridge,Harvard Square,2,3,1309,1959,0,1,0,0,0,street_only,3,0,4417.15
Cambridge,Kendall Square,3,2,1703,1984,1,0,1,0,0,street_only,3,0,5594.05
Cambridge,Harvard Square,4,2,938,1904,0,1,0,0,1,street_only,2,0,4458.3
Cambridge,Inman Square,2,2,804,1969,1,1,1,0,1,street_only,1,1,3690.4
Cambridge,Central Square,2,3,1033,1896,0,0,1,0,0,off_street,1,1,4049.55
Cambridge,Harvard Square,3,2,1325,2007,1,0,1,0,0,garage,4,1,5178.75
Cambridge,Central Square,3,3,954,2000,1,1,1,0,0,off_street,4,0,4409.9
Cambridge,Inman Square,3,2,1686,1936,0,1,0,0,0,garage,5,0,4898.1
Cambridge,Harvard Square,3,2,825,2014,0,1,1,1,1,off_street,5,0,4515.75
Cambridge,Inman Square,3,2,862,1939,1,1,0,0,1,garage,4,1,4001.7
Cambridge,Inman Square,3,1,1110,1988,0,0,0,0,0,off_street,4,1,3809.5
Cambridge,Kendall Square,3,3,1021,1894,1,1,1,0,1,garage,1,1,5208.35
Cambridge,Central Square,1,1,1113,1959,0,1,1,0,0,street_only,5,0,3400.55
Cambridge,Inman Square,1,2,1686,1938,0,0,0,0,1,street_only,4,1,4057.1000000000004
Cambridge,Inman Square,1,1,827,1897,0,0,1,0,0,off_street,2,0,2992.45
Cambridge,Inman Square,3,1,942,1908,1,0,1,0,1,off_street,1,1,3778.7
Cambridge,Harvard Square,1,1,1493,1901,0,0,1,0,0,street_only,2,1,3864.55
Cambridge,Harvard Square,1,2,1495,1971,0,1,1,0,0,street_only,5,0,4300.25
Cambridge,Central Square,3,1,856,1965,1,0,0,0,1,garage,1,1,3827.6
Cambridge,Kendall Square,3,2,1123,2001,0,0,1,0,1,off_street,4,0,4809.05
Cambridge,Central Square,2,3,881,1898,1,0,1,0,1,off_street,1,0,3938.35
Cambridge,Inman Square,2,1,843,1918,0,1,0,1,1,street_only,2,1,3241.05
Cambridge,Harvard Square,2,2,882,2005,0,0,1,0,0,street_only,1,0,3898.7
Cambridge,Central Square,3,2,839,1945,0,0,1,0,1,garage,4,0,3829.65
Cambridge,Central Square,4,3,1342,1924,1,0,0,0,0,garage,2,1,5327.7
Cambridge,Harvard Square,1,1,850,1900,0,0,0,1,1,street_only,1,1,3143.5
Cambridge,Kendall Square,2,1,1745,1961,1,0,0,0,1,street_only,5,1,5271.75
Cambridge,Kendall Square,2,3,1096,1995,1,0,0,0,0,garage,5,1,4644.6
Cambridge,Inman Square,2,1,1420,1990,0,0,0,1,0,garage,1,0,4291.0
Cambridge,Harvard Square,4,1,1430,2003,0,1,1,0,0,off_street,5,0,5126.5
Cambridge,Inman Square,3,1,684,1930,0,0,0,1,1,off_street,1,0,3373.4
Cambridge,Kendall Square,1,1,1120,1900,0,0,1,0,1,garage,1,0,4107.0
Cambridge,Inman Square,4,2,1607,1980,1,1,1,1,0,street_only,1,0,5429.45
Cambridge,Inman Square,4,3,551,1968,0,0,0,0,1,off_street,1,0,3776.85
Cambridge,Inman Square,3,2,1333,2017,1,0,0,1,0,garage,2,1,5033.55
Cambridge,Central Square,1,1,1491,1899,0,1,0,0,0,garage,4,0,3818.85
Cambridge,Harvard Square,2,3,508,1954,1,0,0,0,1,garage,4,0,3690.8
Cambridge,Harvard Square,2,1,1764,1980,0,1,0,0,0,garage,2,1,5023.4
Cambridge,Central Square,2,2,851,1938,0,1,1,1,1,street_only,3,0,3622.85
Cambridge,Central Square,4,1,1741,1968,1,0,0,0,0,off_street,5,0,5323.35
Cambridge,Central Square,3,1,991,1909,0,1,1,0,1,street_only,4,0,3872.85
Cambridge,Harvard Square,2,2,506,1989,0,0,0,0,0,street_only,1,1,3061.1
Cambridge,Inman Square,3,2,901,1955,1,1,0,1,0,street_only,5,1,4034.35
Cambridge,Harvard Square,2,2,1440,1898,0,0,0,0,1,off_street,3,0,4482.0
Cambridge,Kendall Square,2,1,658,1916,0,0,1,0,0,garage,3,0,3549.3
Cambridge,Kendall Square,2,2,1275,1950,0,1,0,0,0,garage,3,1,4669.25
Cambridge,Kendall Square,4,2,864,2018,1,0,0,0,0,off_street,5,1,5057.4
Cambridge,Inman Square,3,1,504,1905,0,1,0,1,1,off_street,2,1,3430.4
Cambridge,Harvard Square,2,1,1195,2009,1,1,0,0,1,street_only,5,0,4194.25
Cambridge,Kendall Square,4,2,988,2012,0,1,1,1,0,off_street,1,0,5280.8
Cambridge,Central Square,1,2,1361,1989,0,0,1,0,0,off_street,4,1,3744.35
Cambridge,Harvard Square,1,3,1505,1899,0,0,0,1,0,garage,5,0,4508.75
Cambridge,Inman Square,2,2,504,1925,1,0,0,0,0,street_only,2,1,2904.4
Cambridge,Central Square,2,1,731,1934,0,0,0,0,1,garage,2,1,3109.85
Cambridge,Central Square,4,2,1765,2005,0,0,0,0,0,street_only,3,1,5331.75
Cambridge,Kendall Square,4,1,1474,1947,1,0,1,0,0,off_street,3,1,5535.9
Cambridge,Kendall Square,3,2,1162,2010,1,0,1,0,1,off_street,2,0,5032.7
Cambridge,Kendall Square,3,2,1478,2010,1,1,1,1,0,garage,1,1,5879.3
Cambridge,Inman Square,1,2,1701,1945,0,1,1,0,1,street_only,5,0,4157.35
Cambridge,Kendall Square,4,1,773,1981,1,1,1,1,0,street_only,5,1,4756.55
Cambridge,Kendall Square,3,2,1304,1894,1,0,0,0,0,off_street,3,0,5144.4
Cambridge,Harvard Square,2,2,1136,1963,1,0,1,0,0,off_street,3,0,4379.6
Cambridge,Kendall Square,2,2,1330,1985,0,0,0,0,1,off_street,5,1,4559.5
Cambridge,Central Square,4,2,1160,2007,1,0,1,0,1,off_street,3,0,4940.0
Cambridge,Inman Square,2,1,1177,1964,0,1,1,0,1,garage,2,0,3968.95
Cambridge,Harvard Square,3,3,1376,1973,1,0,1,0,1,off_street,5,0,5089.6
Cambridge,Inman Square,2,3,1195,1958,0,0,1,1,0,off_street,1,0,4197.25
Cambridge,Harvard Square,4,3,1155,2010,1,0,1,0,1,street_only,5,1,5336.25
Cambridge,Harvard Square,3,1,1759,1962,0,0,1,0,0,street_only,5,1,4986.65
Cambridge,Inman Square,4,1,918,1957,1,0,1,0,0,garage,2,0,4329.3
Cambridge,Kendall Square,2,1,1539,1900,0,1,1,0,1,garage,1,0,4965.65
Cambridge,Harvard Square,1,3,1265,1964,0,0,0,0,1,garage,1,0,4070.75
Cambridge,Harvard Square,1,1,1465,1902,1,1,0,0,1,garage,4,1,4471.75
Cambridge,Central Square,4,1,1352,1977,1,0,0,0,0,street_only,2,1,4848.2
Cambridge,Inman Square,3,2,913,1981,1,1,0,0,0,street_only,5,1,3987.55
Cambridge,Harvard Square,2,1,1600,1924,0,0,1,1,0,off_street,1,1,4866.0
Cambridge,Kendall Square,3,1,1451,1895,0,0,0,1,0,garage,4,1,5132.85
Cambridge,Kendall Square,1,2,1126,2019,0,0,1,1,0,garage,5,0,4375.1
Cambridge,Harvard Square,4,3,1428,1953,0,1,0,0,1,street_only,3,0,5204.8
Cambridge,Harvard Square,2,2,1538,1942,0,1,0,0,0,off_street,5,0,4659.3
Cambridge,Kendall Square,1,2,1183,1907,1,1,0,1,0,garage,3,1,4575.05
Cambridge,Kendall Square,2,1,1696,1891,0,0,0,0,0,off_street,5,1,5067.6
Cambridge,Kendall Square,3,2,1511,1892,1,0,0,0,1,street_only,1,1,5416.85
Cambridge,Central Square,1,3,967,1998,0,1,1,1,1,off_street,1,0,3773.45
Cambridge,Inman Square,4,2,566,2016,0,1,0,0,0,street_only,2,1,3625.1
Cambridge,Central Square,2,1,1289,1958,0,0,0,0,1,off_street,5,0,3779.15
Cambridge,Central Square,4,3,1193,1913,1,1,0,1,0,off_street,1,1,5233.55
Cambridge,Central Square,1,2,1247,1996,1,0,0,0,0,garage,1,0,3963.45
Cambridge,Harvard Square,4,2,1334,1893,0,1,0,0,0,street_only,2,0,5185.9
Cambridge,Kendall Square,4,1,883,1923,0,0,0,0,0,garage,1,0,4543.05
Cambridge,Harvard Square,4,3,1423,1969,0,1,1,0,0,off_street,4,1,5427.05
Cambridge,Inman Square,4,1,619,1978,0,1,0,0,0,street_only,2,1,3683.65
Cambridge,Inman Square,4,2,772,1950,0,0,0,0,1,street_only,1,1,3946.2
Cambridge,Harvard Square,1,3,685,2018,1,0,1,0,1,garage,3,0,3787.75
Cambridge,Inman Square,4,1,855,1939,0,0,0,0,1,garage,4,1,4059.25
Cambridge,Kendall Square,2,3,1566,1969,1,0,0,0,1,street_only,2,0,5364.1
Cambridge,Harvard Square,1,1,761,1968,1,0,0,1,1,street_only,3,0,3269.35
Cambridge,Kendall Square,4,1,737,2021,1,0,1,1,0,off_street,4,1,4992.95
Cambridge,Central Square,2,1,1651,1975,0,1,1,0,0,off_street,2,0,4571.85
Cambridge,Central Square,1,1,1301,1998,0,0,1,1,0,street_only,5,0,3587.35
Cambridge,Harvard Square,4,2,1690,2021,0,0,0,0,1,off_street,2,1,5561.5
Cambridge,Harvard Square,4,2,947,1978,0,0,1,0,0,garage,3,0,4702.45
Cambridge,Kendall Square,4,2,700,1977,0,1,1,0,0,off_street,4,0,4663.0
Cambridge,Inman Square,2,2,1175,1928,0,1,0,0,0,garage,2,0,4055.25
Cambridge,Harvard Square,1,1,1171,1920,0,0,0,0,0,garage,1,1,3720.85
Cambridge,Central Square,4,2,781,2020,1,0,0,1,1,street_only,5,1,4456.35
Cambridge,Inman Square,2,3,1124,1957,0,0,1,0,0,garage,4,1,4091.4
Cambridge,Central Square,1,1,1610,2001,0,0,1,1,1,off_street,5,0,4321.5
Cambridge,Kendall Square,4,2,1555,1938,0,0,1,1,1,garage,5,0,5995.25
Cambridge,Inman Square,1,3,1083,1912,0,0,0,0,1,off_street,2,1,3399.05
Cambridge,Central Square,1,2,778,1890,1,0,1,0,1,street_only,5,0,3029.3
Cambridge,Harvard Square,1,3,1765,1999,0,0,1,0,1,street_only,4,0,4723.75
Cambridge,Kendall Square,2,2,1240,1997,0,0,0,0,0,garage,3,1,4605.0
Cambridge,Harvard Square,4,2,1479,1898,0,0,0,0,0,garage,5,0,5310.65
Cambridge,Kendall Square,4,3,1590,2016,1,0,1,1,0,off_street,4,0,6220.5
Cambridge,Harvard Square,3,1,693,1924,1,1,0,1,0,garage,4,0,3981.55
Cambridge,Kendall Square,1,2,528,1913,1,0,1,0,0,off_street,1,0,3310.8
Cambridge,Inman Square,1,1,1423,1943,0,1,0,0,1,street_only,3,1,3620.05
Cambridge,Harvard Square,4,3,975,1898,0,0,0,0,0,off_street,4,1,4625.25
Cambridge,Harvard Square,2,1,911,1893,0,0,1,0,1,off_street,2,1,3588.85
Cambridge,Inman Square,1,3,585,1940,1,1,1,0,0,off_street,5,1,3006.75
Cambridge,Harvard Square,3,3,1418,1899,1,0,1,0,0,garage,4,1,5358.3
Cambridge,Central Square,1,2,838,1971,1,1,1,1,1,street_only,2,1,3637.3
Cambridge,Harvard Square,4,2,1094,1939,0,0,0,0,1,off_street,2,1,4625.9
Cambridge,Harvard Square,4,2,996,2020,0,0,0,1,0,off_street,3,0,4792.6
Cambridge,Harvard Square,1,1,1462,2020,0,0,1,0,0,street_only,5,0,4174.7
Cambridge,Harvard Square,1,1,620,1929,0,1,0,1,0,garage,5,0,3108.0
Cambridge,Inman Square,2,2,526,1986,0,0,0,1,0,off_street,4,0,3068.1
Cambridge,Kendall Square,3,2,631,1938,1,0,1,0,0,garage,1,1,4382.85
Cambridge,Harvard Square,4,2,863,1980,0,0,1,0,1,off_street,5,0,4485.05
Cambridge,Harvard Square,4,3,1674,1902,1,1,0,0,1,street_only,3,1,5987.9
Cambridge,Harvard Square,2,3,1205,1909,0,0,1,0,0,garage,1,1,4613.75
Cambridge,Inman Square,2,3,929,1907,1,0,0,0,0,garage,3,1,3770.15
Cambridge,Harvard Square,3,2,1271,1941,1,1,1,0,0,off_street,3,0,4872.85
Cambridge,Kendall Square,4,1,1194,1909,0,1,0,0,0,off_street,2,1,5009.9
Cambridge,Inman Square,2,1,1051,1927,0,0,1,0,0,street_only,5,1,3554.85
Cambridge,Central Square,3,2,1355,1936,1,1,1,0,1,garage,3,1,5055.25
Cambridge,Central Square,2,2,1578,1914,0,1,1,1,0,off_street,5,1,4616.3
Cambridge,Harvard Square,2,1,1545,1890,1,1,1,0,0,off_street,3,0,4831.75
Cambridge,Kendall Square,3,2,1253,1961,0,0,0,0,0,street_only,1,1,4652.55
Cambridge,Inman Square,2,2,1323,1947,0,1,0,0,0,garage,3,0,4108.05
Cambridge,Central Square,4,2,1407,1915,0,1,1,0,0,street_only,2,1,4819.45
Cambridge,Central Square,2,3,1335,1970,0,1,0,0,0,off_street,5,0,4264.25
Cambridge,Inman Square,2,2,1614,2002,0,1,1,0,0,off_street,2,1,4585.9
Cambridge,Inman Square,4,1,999,1894,1,0,0,0,1,street_only,5,0,4133.65
Cambridge,Harvard Square,4,2,1746,1902,0,1,1,0,0,street_only,1,1,5619.1
Cambridge,Kendall Square,2,1,968,1914,0,1,0,0,1,garage,2,0,4304.8
Cambridge,Kendall Square,3,2,1126,1908,0,0,1,0,1,garage,2,0,5049.1
Cambridge,Kendall Square,1,1,1798,1890,0,0,0,0,1,garage,1,0,4825.3
Cambridge,Central Square,1,2,1357,1894,0,0,1,0,0,off_street,5,0,3835.95
Cambridge,Harvard Square,3,2,648,1896,0,1,1,0,1,street_only,2,0,3929.8
Cambridge,Kendall Square,1,1,1060,1929,1,1,1,0,1,street_only,4,0,3860.0
Cambridge,Inman Square,4,1,1762,2022,0,0,1,0,0,off_street,1,1,5350.7
Cambridge,Central Square,1,2,1607,1976,0,0,0,0,1,garage,4,1,4281.45
Cambridge,Kendall Square,1,1,1652,1932,0,1,0,0,1,off_street,5,0,4662.2
Cambridge,Harvard Square,1,3,1701,1980,0,1,1,0,0,street_only,4,1,4646.35
Cambridge,Kendall Square,1,2,616,2012,1,1,0,0,1,street_only,5,1,3633.6
Cambridge,Inman Square,2,1,1248,1901,1,0,0,0,0,street_only,5,0,3862.8
Cambridge,Kendall Square,3,1,975,2013,0,0,0,0,0,off_street,5,1,4579.25
Cambridge,Inman Square,2,1,553,1995,0,1,0,0,0,street_only,5,0,2824.55
Cambridge,Kendall Square,1,2,617,1959,1,0,0,0,0,garage,1,0,3555.95
Cambridge,Central Square,4,1,714,1905,0,0,0,0,1,off_street,1,0,3924.9
Cambridge,Inman Square,4,2,520,1897,0,0,0,0,0,garage,5,1,3705.0
Cambridge,Central Square,2,2,1101,1961,0,0,1,0,0,garage,1,1,4016.35
Cambridge,Kendall Square,1,1,513,1917,0,0,1,0,1,garage,2,1,3054.55
Cambridge,Kendall Square,2,3,1005,1983,0,0,0,1,0,garage,3,0,4651.75
Cambridge,Central Square,3,3,605,1945,1,0,0,0,0,garage,2,1,4039.75
Cambridge,Inman Square,2,2,999,2014,0,0,1,1,0,off_street,2,0,3840.65
Cambridge,Kendall Square,2,3,1250,1924,1,1,0,0,0,garage,2,0,5188.5
Cambridge,Central Square,2,2,561,1913,0,1,1,1,0,garage,3,1,3385.35
Cambridge,Central Square,4,1,1064,1900,0,0,1,0,0,garage,3,1,4481.4
Cambridge,Harvard Square,4,1,564,1941,1,0,0,0,1,off_street,5,0,3892.4
Cambridge,Inman Square,3,1,1517,1970,0,1,1,0,1,street_only,1,1,4589.95
Cambridge,Inman Square,4,3,1704,1915,0,0,0,0,0,street_only,1,0,5270.4
Cambridge,Kendall Square,4,3,1359,2005,1,0,0,0,0,street_only,5,0,5857.65
Cambridge,Harvard Square,1,1,1504,2020,0,1,0,1,0,off_street,4,0,4486.4
Cambridge,Kendall Square,1,2,1647,1975,1,0,1,0,1,street_only,4,1,4867.45
Cambridge,Inman Square,3,2,1658,1993,1,0,1,0,1,garage,3,0,5096.3
Cambridge,Kendall Square,1,1,621,1959,0,0,0,0,1,street_only,1,1,3127.35
Cambridge,Inman Square,4,3,1495,1930,0,0,0,0,0,garage,3,0,5215.25
Cambridge,Harvard Square,3,2,1705,2014,0,1,0,1,0,off_street,5,1,5505.75
Cambridge,Central Square,4,2,1064,2004,1,0,1,0,0,off_street,2,1,4675.4
Cambridge,Inman Square,3,1,1702,1926,0,1,0,0,1,garage,1,1,4826.7
Cambridge,Central Square,1,1,1473,1964,1,1,0,1,0,garage,1,0,4263.55
Cambridge,Inman Square,2,1,1337,1991,1,0,0,1,0,street_only,2,1,4223.95
Cambridge,Central Square,1,2,1380,1944,1,0,0,1,0,off_street,4,0,4249.0
Cambridge,Inman Square,3,1,1548,1915,0,1,0,0,1,garage,1,0,4697.8
Cambridge,Kendall Square,2,1,1311,1949,0,0,0,0,1,street_only,3,1,4276.85
Cambridge,Kendall Square,4,2,1549,1930,1,0,0,0,0,street_only,3,1,5597.15
Cambridge,Harvard Square,4,1,986,1955,0,1,1,0,1,street_only,1,1,4537.1
Cambridge,Central Square,4,2,1161,1963,1,0,1,0,0,off_street,1,1,4941.35
Cambridge,Kendall Square,2,2,958,1932,1,0,0,0,0,street_only,3,0,4160.3
Cambridge,Inman Square,3,2,959,1937,0,0,1,1,1,off_street,5,1,4105.65
Cambridge,Kendall Square,3,2,773,1994,0,0,0,1,0,garage,4,0,4479.55
Cambridge,Harvard Square,3,1,1651,1992,0,1,0,0,1,garage,5,1,5096.85
Cambridge,Kendall Square,4,3,808,1992,0,0,0,0,0,garage,1,1,4794.8
Cambridge,Central Square,4,2,654,1941,0,0,1,0,1,street_only,4,0,3833.9
Cambridge,Kendall Square,3,3,540,1906,0,0,1,0,1,garage,1,1,4280.0
Cambridge,Central Square,1,2,804,2000,1,0,1,0,1,garage,4,0,3466.4
Cambridge,Inman Square,1,1,1052,1917,0,1,0,0,0,off_street,5,1,3146.2
Cambridge,Central Square,3,3,744,1924,1,0,0,1,0,off_street,1,0,4184.4
Cambridge,Inman Square,3,3,585,1920,0,0,0,1,0,street_only,5,0,3413.75
Cambridge,Kendall Square,4,1,1198,2022,1,1,1,0,0,street_only,1,0,5217.3
Cambridge,Inman Square,4,2,1664,1967,0,1,1,0,1,garage,4,1,5472.4
Cambridge,Kendall Square,2,3,735,1928,1,1,0,0,0,street_only,1,1,4168.25
Cambridge,Kendall Square,3,3,653,1934,0,1,0,0,0,garage,4,1,4479.55
Cambridge,Kendall Square,4,1,1359,1990,0,1,1,0,0,garage,5,1,5303.65
Cambridge,Kendall Square,2,3,1666,1991,0,0,0,0,0,off_street,5,1,5221.1
Cambridge,Harvard Square,2,1,547,2010,1,1,1,1,0,garage,4,1,3686.45
Cambridge,Harvard Square,4,1,945,1983,1,1,0,0,0,street_only,5,0,4485.75
Cambridge,Harvard Square,2,2,574,2022,0,0,1,0,0,off_street,4,1,3638.9
Cambridge,Inman Square,2,1,1387,1988,0,1,0,0,0,street_only,4,1,3815.45
Cambridge,Harvard Square,2,2,1603,1950,0,0,0,1,0,street_only,5,1,4807.05
Cambridge,Central Square,1,1,774,2021,0,1,0,0,0,street_only,5,1,2959.9
Cambridge,Inman Square,2,2,1670,1963,0,0,0,0,0,off_street,3,0,4296.5
Cambridge,Inman Square,2,1,988,1921,1,0,1,0,0,off_street,1,1,3659.8
Cambridge,Central Square,3,2,1487,1924,1,1,0,0,0,street_only,5,0,4887.45
Cambridge,Kendall Square,2,2,1642,1934,0,1,1,0,1,off_street,3,0,5142.7
